RepName,length,RPKM (0h),t1/2 (h)
NM_012223,4825,26.82,9.08
NM_006513,1942,66.29,9.08
NM_145023,2173,1.32,9.08
NM_031993,4602,4.71,9.09
NM_006207,1502,19.4,9.09
NM_030920,3273,29.72,9.09
NM_024066,1769,63.18,9.09
NM_004145,7488,12.64,9.09
NM_012395,4953,1.32,9.09
NM_033641,6689,5.06,9.09
NM_015219,4780,22.79,9.09
NM_005038,1851,24.45,9.09
NM_175866,2901,26.08,9.1
NM_017735,2945,10.97,9.1
NM_015340,4203,35.73,9.1
NM_182849,1681,28.41,9.1
NM_005611,4853,4.23,9.1
NM_032336,1183,12.72,9.11
NM_012394,668,96.94,9.11
NM_139067,4039,18.16,9.11
NM_030579,4286,20.85,9.11
NM_012393,5338,42.81,9.11
NM_012334,7787,18.31,9.12
NM_024586,2949,44.18,9.12
NM_005456,3079,5.57,9.12
NM_002940,4194,20.43,9.12
NM_001018111,5999,54.89,9.13
NM_001896,1674,69.07,9.13
NM_022344,1631,4.61,9.13
NM_014473,1557,27.89,9.13
NM_018922,4590,4.39,9.14
NM_145201,1875,30.52,9.14
NM_005151,4156,11.42,9.14
NM_000935,4072,10.87,9.14
NM_004239,6452,5.1,9.14
NM_001040427,1648,4.62,9.14
NM_001042750,6277,22.67,9.14
NM_020679,1433,5.99,9.14
NM_004169,2540,18.57,9.14
NM_004246,1662,58.07,9.14
NM_006606,3871,2.56,9.16
NM_014252,1621,17.08,9.16
NM_014781,6636,8.53,9.16
NM_016009,6373,7.35,9.16
NM_030674,3105,103.35,9.16
NM_001001521,2185,25.17,9.17
NM_024602,3411,16.07,9.17
NM_198445,3021,1.18,9.17
NM_018170,4284,26.15,9.17
NM_016520,1818,38.43,9.17
NM_015456,2389,71.59,9.17
NM_002220,1782,1.72,9.17
NM_001743,1128,184.73,9.18
NM_023080,2643,110.61,9.18
NM_013976,1839,23.93,9.18
NM_018057,4807,13.03,9.18
NM_006136,2373,27.93,9.18
NM_001933,2828,35.73,9.18
NM_003136,2164,11.01,9.18
NM_152295,2850,195,9.19
NM_016598,2720,34.8,9.19
NM_201998,3527,86.2,9.19
NM_018923,4602,4.06,9.2
NM_017877,3912,30.56,9.2
NM_032324,926,21.46,9.2
NM_000785,2503,1.76,9.2
NM_004426,5206,1.09,9.2
NM_194259,1478,114.93,9.2
NM_012106,2100,16.45,9.2
NM_172229,2071,2.09,9.2
NM_016080,1797,41.03,9.2
NM_001018007,1797,52.74,9.2
NM_015216,5293,5.59,9.21
NM_002865,1148,54.22,9.21
NM_024408,11433,30.24,9.21
NM_004161,2496,48.41,9.22
NM_012198,1642,2.11,9.22
NM_006114,1700,91.91,9.22
NM_001017980,4718,5.48,9.22
NM_001395,2303,21.91,9.22
NM_145687,7495,13.72,9.23
NM_002857,3669,27.41,9.23
NM_013301,1993,19.36,9.23
NM_021076,3695,2.55,9.23
NM_080926,702,5.76,9.23
NM_002395,3360,19.07,9.23
NM_006937,1066,51.87,9.23
NM_003170,5896,27.97,9.23
NM_021173,946,7.94,9.23
NM_003387,4605,14.81,9.24
NM_002692,1690,12.5,9.24
NM_052875,3685,18.04,9.24
NM_032812,2594,1.18,9.24
NM_002056,3082,23.36,9.25
NM_000574,2308,150.63,9.25
NM_133452,3140,30.36,9.25
NM_014214,1500,76.63,9.25
NM_002268,3816,39.58,9.25
NM_022361,1854,1.71,9.25
NM_032349,1341,19.06,9.25
NM_201520,2785,8.73,9.25
NM_018917,4602,4.06,9.26
NM_030925,2002,2.55,9.26
NM_152920,6771,5.37,9.26
NM_014157,5282,1.02,9.26
NM_018916,4605,4.38,9.27
NM_032009,4790,4.21,9.27
NM_138728,4552,5.7,9.27
NM_014301,1086,58.29,9.27
NM_153713,1467,58.09,9.28
NM_144732,3872,133.68,9.28
NM_016226,1107,15.86,9.28
NM_021204,1992,19.52,9.28
NM_024715,3689,11.93,9.29
NM_018235,2643,19.06,9.29
NM_172178,2093,17.15,9.29
NM_017590,5868,16.21,9.29
NM_006500,3332,85.19,9.29
NM_022902,2952,13.6,9.29
NM_152406,4153,5.41,9.29
NM_005759,6489,8.52,9.29
NM_002342,2136,108.35,9.29
NM_012470,3669,57.47,9.29
NM_001363,2465,145.3,9.29
NM_020726,2882,28.56,9.29
NM_004393,5493,79.12,9.29
NM_006461,3824,39.85,9.3
NM_001014373,2278,1.47,9.3
NM_032086,4605,3.68,9.33
NM_012100,1696,24.69,9.33
NM_002759,2808,4.33,9.33
NM_003659,3262,40.47,9.33
NM_172070,4683,2.47,9.33
NM_001012329,2995,1.19,9.33
NM_001983,1273,27.36,9.33
NM_020812,6356,4.32,9.33
NM_139354,2163,21.95,9.33
NM_139048,5317,11.21,9.33
NM_017577,3793,1.95,9.33
NM_001005336,3253,18.54,9.33
NM_000853,1004,2.11,9.33
NM_017802,3507,27.9,9.33
NM_006555,2783,93.67,9.33
NM_001014842,2449,26.32,9.33
NM_002802,1586,19.83,9.33
NM_004094,4165,31.81,9.33
NM_014771,4256,35.19,9.33
NM_032830,2192,60.67,9.33
NM_017983,1895,5.09,9.33
NM_006455,2619,27.26,9.33
NM_021078,3074,53.03,9.33
NM_004890,1027,34.85,9.33
NM_001119,4068,35.13,9.33
NM_001001396,8911,5.37,9.37
NM_014043,2410,6.12,9.38
NM_021100,2371,28.94,9.38
NM_004892,1821,29.62,9.38
NM_018225,7091,10.58,9.38
NM_016410,1434,19.04,9.38
NM_001013699,1070,14.06,9.38
NM_020750,5231,31.95,9.38
NM_018145,2251,20.75,9.38
NM_004787,4950,1.98,9.38
NM_006796,2963,31.33,9.38
NM_020774,9308,4.77,9.38
NM_175039,1717,83.08,9.38
NM_033070,1809,33.44,9.38
NM_015983,1398,21.05,9.38
NM_004308,3372,21.38,9.38
NM_020532,4871,54.45,9.39
NM_018294,2633,13.48,9.39
NM_003598,2220,33.56,9.4
NM_003099,8221,6.1,9.4
NM_201383,15249,24.12,9.41
NM_001017977,3303,17.35,9.41
NM_006453,2618,24.14,9.41
NM_014333,3512,23.22,9.41
NM_018097,1754,9.18,9.41
NM_006918,2244,9.15,9.42
NM_007259,2817,8.32,9.42
NM_024312,5631,10.26,9.42
NM_000791,3932,8.88,9.43
NM_002858,3423,22.38,9.43
NM_003169,3762,47.92,9.43
NM_002942,6235,1.17,9.43
NM_021570,1475,18.9,9.43
NM_004447,3912,1.6,9.43
NM_001007026,4367,21.17,9.43
NM_001024466,1593,72.34,9.43
NM_181471,1715,26.27,9.43
NM_000251,3145,19.05,9.44
NM_001048210,4825,12.38,9.44
NM_006764,2045,89.62,9.44
NM_012062,3293,12.51,9.44
NM_014239,1539,26.46,9.44
NM_018445,1292,26.36,9.44
NM_015084,2631,94.72,9.45
NM_032054,4602,3.83,9.45
NM_001927,2268,1.14,9.45
NM_012156,6276,7.42,9.45
NM_006893,2115,13.55,9.45
NM_007033,1417,54.07,9.45
NM_003331,4224,19.01,9.45
NM_006509,2287,2.27,9.45
NM_001011537,3715,16.34,9.45
NM_001102,3398,72.46,9.45
NM_007006,4407,33.29,9.45
NM_003971,4663,9.27,9.45
NM_007166,3860,23.85,9.45
NM_175841,2203,4.02,9.46
NM_032591,2200,1.26,9.46
NM_002887,2154,40.41,9.47
NM_021095,3162,29.02,9.47
NM_182970,5136,7.83,9.47
NM_006990,4270,38.44,9.47
NM_005015,1488,170.98,9.47
NM_002691,3443,29.4,9.47
NM_016056,1325,9.68,9.47
NM_012225,1351,32.64,9.47
NM_182915,4285,38.31,9.48
NM_003165,3899,14.87,9.48
NM_032842,3356,16.96,9.48
NM_013245,2211,56.96,9.48
NM_025184,2511,1.22,9.48
NM_033028,2482,4.08,9.48
NM_014945,4256,5.16,9.5
NM_020524,3213,5.88,9.5
NM_016021,4360,16.02,9.5
NM_022101,904,17.93,9.5
NM_000267,12394,6.05,9.5
NM_003904,1810,34.81,9.5
NM_203330,7794,23.83,9.5
NM_000932,3705,18.26,9.5
NM_153712,5181,36.32,9.52
NM_001419,6075,27.72,9.52
NM_182666,1479,36.28,9.52
NM_012111,1375,165.3,9.52
NM_152727,2182,13.48,9.52
NM_001042529,2553,31.71,9.52
NM_018926,4599,3.16,9.52
NM_138575,1214,63.83,9.52
NM_000868,4775,1.35,9.53
NM_006374,2198,34.55,9.54
NM_032319,1105,18.16,9.54
NM_005034,971,25.04,9.54
NM_024102,2428,60.54,9.54
NM_032125,1547,56.46,9.54
NM_138991,2993,35.24,9.54
NM_031407,13671,20.29,9.54
NM_016438,654,5.01,9.54
NM_030938,2530,51.84,9.54
NM_001033678,963,10.32,9.54
NM_014864,5960,14.41,9.55
NM_021821,1878,48,9.55
NM_001033605,4019,2.42,9.55
NM_006924,2765,165.74,9.55
NM_004701,1530,58.66,9.55
NM_031484,3238,5.9,9.56
NM_032272,1828,61.61,9.56
NM_018924,4596,3.71,9.57
NM_013310,1222,9.07,9.57
NM_025193,2189,3.61,9.57
NM_014765,3259,61.51,9.57
NM_006862,2331,1.23,9.57
NM_004781,2225,31.27,9.57
NM_001029896,1925,11.97,9.57
NM_001040431,772,28.87,9.57
NM_000216,6314,1.16,9.58
NM_000938,3748,42.28,9.58
NM_014033,3390,6.69,9.58
NM_138957,5916,25.09,9.58
NM_138809,4047,38.27,9.6
NM_001032363,2589,7.6,9.6
NM_020197,1694,27.51,9.6
NM_144564,3005,17.18,9.6
NM_172159,4094,5.04,9.6
NM_024827,1755,1.2,9.6
NM_012203,1235,48.37,9.6
NM_031157,1941,159.52,9.6
NM_021930,2991,12.9,9.6
NM_014390,3522,95.88,9.6
NM_001024666,3348,16.02,9.6
NM_004309,1912,116.3,9.6
NM_213662,4978,62.1,9.6
NM_198516,2519,5.93,9.6
NM_145309,2130,2.62,9.6
NM_022473,10487,14.56,9.6
NM_206877,4991,26.91,9.63
NM_006085,2451,11.69,9.63
NM_001006665,3199,25.07,9.63
NM_006048,5512,18.52,9.63
NM_012466,1040,22.08,9.63
NM_001025356,5987,12.49,9.63
NM_032098,4578,3.56,9.64
NM_032099,4578,3.49,9.64
NM_032088,5503,2.96,9.64
NM_000237,3549,44.43,9.64
NM_012235,4255,28.74,9.64
NM_016172,1877,32.08,9.64
NM_001031713,1248,14.38,9.64
NM_020198,3294,31.26,9.64
NM_014622,3438,14.54,9.64
NM_153702,1360,4.53,9.64
NM_002524,1963,65.24,9.65
NM_002822,3455,14.07,9.65
NM_175861,8821,12.74,9.65
NM_024571,1695,13.66,9.65
NM_001010986,6135,5.06,9.65
NM_001013649,2849,9.17,9.66
NM_002592,1355,35.04,9.66
NM_012392,1641,45.69,9.66
NM_004627,1360,6.59,9.66
NM_198195,2136,10.66,9.66
NM_032025,3894,17.15,9.66
NM_033547,3163,9.18,9.66
NM_020365,1659,25.71,9.67
NM_053067,3952,58.15,9.67
NM_002650,6502,5.29,9.67
NM_017990,7999,4.01,9.67
NM_019109,2149,29.5,9.67
NM_015343,1545,49.47,9.67
NM_006726,9909,7.32,9.67
NM_004124,4125,6.48,9.67
NM_003100,2091,23.62,9.68
NM_003951,1601,2.16,9.68
NM_025267,1835,17.14,9.68
NM_016492,847,27.91,9.68
NM_001008895,3797,100.48,9.69
NM_005870,2035,25.08,9.69
NM_024420,2940,37.78,9.69
NM_014739,5538,35.71,9.69
NM_030798,2386,20.87,9.69
NM_001018057,2769,1.49,9.69
NM_002576,3264,12.86,9.7
NM_032090,4617,2.9,9.71
NM_018921,4605,3.43,9.71
NM_138799,3804,2.91,9.71
NM_017905,3063,18.65,9.71
NM_178812,3729,40.74,9.71
NM_198446,822,10.79,9.71
NM_012218,6058,75.42,9.71
NM_002733,1756,45.62,9.71
NM_018224,857,127.37,9.71
NM_000712,1094,17.2,9.71
NM_006821,1776,8.2,9.71
NM_004135,1723,23.13,9.71
NM_018035,1692,57.5,9.73
NM_021814,3003,62.09,9.73
NM_006224,3632,21.31,9.73
NM_032087,4605,3.54,9.74
NM_014161,989,58.35,9.74
NM_032478,1907,33.7,9.74
NM_198038,1716,15.35,9.74
NM_079834,2548,18.94,9.75
NM_198868,5189,43.15,9.76
NM_006802,2855,71.29,9.76
NM_001493,2225,51.18,9.76
NM_016058,703,13.02,9.76
NM_018247,4410,11.18,9.76
NM_012286,1826,185.74,9.76
NM_006292,1550,13.13,9.76
NM_178833,2447,13.44,9.76
NM_005717,2000,41.55,9.78
NM_144695,1682,12.04,9.78
NM_000883,2880,51.1,9.78
NM_031490,4342,17.27,9.78
NM_001039675,4035,20.69,9.78
NM_182826,3631,56.43,9.79
NM_037370,1615,4.17,9.79
NM_015636,1763,21.73,9.8
NM_002627,2628,91.37,9.8
NM_003104,2628,35.14,9.8
NM_021928,1544,26.5,9.8
NM_145906,3589,6.02,9.81
NM_138801,1932,6.88,9.82
NM_016207,2286,6.24,9.82
NM_016275,3498,15.94,9.82
NM_020360,1746,9.5,9.82
NM_003690,1835,16.35,9.83
NM_152496,2341,17.02,9.83
NM_015962,2409,22.79,9.83
NM_017547,1967,15.1,9.83
NM_000268,6081,21.79,9.85
NM_024051,1186,20.82,9.85
NM_033296,1534,228.77,9.85
NM_014847,3889,114.91,9.86
NM_014788,4454,25.17,9.86
NM_004238,6428,21.23,9.87
NM_015629,2153,37.16,9.87
NM_006791,1969,49.55,9.87
NM_001042616,1353,16.11,9.87
NM_033109,3274,23.81,9.88
NM_032986,3447,18.42,9.88
NM_001859,4735,9.61,9.88
NM_005094,2991,53.14,9.88
NM_004147,1467,37.56,9.88
NM_006574,2005,3.99,9.88
NM_014979,2362,4.16,9.88
NM_021988,2554,27.2,9.88
NM_017421,1279,9.88,9.88
NM_018947,5518,8.35,9.88
NM_001004356,3215,15.09,9.88
NM_203463,6259,9.06,9.89
NM_003200,4396,50.27,9.89
NM_003541,354,1.61,9.9
NM_017615,1387,14.6,9.9
NM_003819,3065,86.12,9.9
NM_001031727,3177,20.59,9.9
NM_032732,2691,5.09,9.9
NM_000255,2798,5.89,9.9
NM_014814,1308,26.78,9.91
NM_003227,2891,28.67,9.91
NM_022662,6329,9.19,9.92
NM_000321,4772,7.64,9.92
NM_024955,3944,13.63,9.92
NM_000351,6366,3.22,9.92
NM_004583,1791,109.18,9.92
NM_024698,2780,39.71,9.92
NM_021254,1064,13.42,9.93
NM_000075,1474,164.62,9.93
NM_016256,2219,11.13,9.93
NM_201278,4688,19.57,9.93
NM_020153,1834,11.63,9.93
NM_005702,1856,47.99,9.94
NM_022821,1501,100.75,9.95
NM_145284,3766,4.81,9.95
NM_194318,3467,1.91,9.95
NM_001995,3822,13,9.95
NM_024057,1228,12.18,9.95
NM_207338,2128,4.94,9.96
NM_019030,4491,6.38,10
NM_022754,2986,56.79,10
NM_000821,3236,7.3,10
NM_015909,7299,4.05,10
NM_017727,2730,36.48,10
NM_021202,4124,1.59,10
NM_004156,1987,36.38,10
NM_001397,2409,49.51,10
NM_002103,3574,18.36,10
NM_007279,3148,195.4,10
NM_012423,1142,283.64,10
NM_004218,701,36.61,10
NM_133180,2543,1.74,10
NM_004786,1285,31.61,10
NM_001627,4760,6.16,10
NM_022486,3010,4.48,10
NM_001076677,1235,69.16,10
NM_006731,7349,4.29,10
NM_032941,2866,6.53,10
NM_005127,2052,1.4,10
NM_018164,2635,20.21,10
NM_003769,1204,98.84,10
NM_032314,1530,12.16,10
NM_016301,1534,11.89,10
NM_001760,2095,58.32,10
NM_002047,2742,46.28,10
NM_001010854,3443,9.69,10
NM_001249,1998,2.79,10
NM_001014432,3008,76.75,10
NM_001001410,1214,23.53,10
NM_016333,9027,52.1,10
NM_002383,2789,105.31,10
NM_017492,4386,23.19,10
NM_024339,1393,28.54,10
NM_003588,3278,11.65,10
NM_058163,1353,44.36,10
NM_004489,1181,25.58,10
NM_006310,4177,13.56,10
NM_015261,5661,22.74,10
NM_014026,1508,22.84,10
NM_004663,2393,22.95,10
NM_022839,1136,16.98,10
NM_003619,3351,1.52,10
NM_004564,2044,12.65,10
NM_176824,3718,3.68,10
NM_183237,1616,11.04,10.05
NM_002154,3385,76.24,10.06
NM_014168,956,10.59,10.06
NM_001605,3344,82.98,10.06
NM_005899,4995,13.66,10.06
NM_003002,1313,15.87,10.06
NM_152487,2446,3.58,10.07
NM_015444,1797,1.07,10.07
NM_002081,3692,32.44,10.07
NM_016022,1967,107.31,10.07
NM_005762,2989,217.61,10.07
NM_018479,2271,11.55,10.09
NM_016309,1374,14.39,10.09
NM_012469,3120,51.84,10.1
NM_017449,4869,11.08,10.1
NM_021629,3302,20.51,10.1
NM_001037639,1423,47.06,10.1
NM_006888,4201,47.74,10.1
NM_202470,1947,47.48,10.11
NM_021914,3093,12.13,10.11
NM_012336,1786,26.09,10.11
NM_018126,2684,36.24,10.11
NM_002881,2275,9.58,10.12
NM_004969,3279,16.01,10.12
NM_004481,4447,167.4,10.12
NM_001005417,2227,91.4,10.12
NM_003193,1882,26.25,10.12
NM_001029,699,10.62,10.12
NM_016417,1182,39.51,10.12
NM_014003,4470,23.36,10.12
NM_175058,4848,3.98,10.12
NM_003761,702,2.74,10.13
NM_001003722,3350,30.74,10.13
NM_007280,1249,11.2,10.13
NM_001035235,1965,16.4,10.13
NM_014944,5209,20.28,10.13
NM_025250,4838,25.87,10.13
NM_014008,2715,6.43,10.13
NM_007062,1853,38.8,10.14
NM_015469,1664,5.33,10.14
NM_006825,2913,36.81,10.14
NM_000937,6732,24.5,10.14
NM_006578,3084,6.25,10.14
NM_001011708,4356,10.78,10.15
NM_006413,2643,10.37,10.15
NM_005648,668,39.73,10.15
NM_001003791,4767,10.1,10.15
NM_006858,1374,37.29,10.15
NM_000190,1526,18.97,10.15
NM_014267,1637,36.67,10.15
NM_001562,1145,5.8,10.16
NM_016433,2371,15.22,10.17
NM_024926,2113,3.46,10.17
NM_033161,2985,156.72,10.18
NM_014730,6367,49.94,10.18
NM_004599,4325,40.68,10.18
NM_016167,896,27.46,10.18
NM_002394,2408,485.12,10.18
NM_004388,1618,2.32,10.19
NM_004741,2502,214.64,10.19
NM_001002260,3428,24.55,10.19
NM_015231,5383,25.47,10.19
NM_003360,2448,7.05,10.19
NM_004322,1127,12.06,10.2
NM_006936,1831,98.99,10.21
NM_000387,1803,12.41,10.21
NM_153611,2994,16.69,10.21
NM_014762,4286,147.14,10.21
NM_133259,5095,34.09,10.22
NM_017823,718,4.69,10.22
NM_203342,6369,18.51,10.22
NM_138774,1810,32.52,10.22
NM_022485,2103,12.11,10.22
NM_016032,2949,27.06,10.22
NM_003315,1756,47.76,10.22
NM_178507,1957,9.32,10.22
NM_003101,3407,38.92,10.23
NM_000691,1722,1.06,10.23
NM_015141,3954,21.99,10.24
NM_152233,3080,13.09,10.24
NM_017444,2496,26.45,10.24
NM_031885,2978,5.96,10.24
NM_001070,1645,43.17,10.24
NM_016097,1491,6.27,10.24
NM_178584,3269,6.34,10.25
NM_012255,3449,23.72,10.25
NM_024531,1952,76.04,10.25
NM_032375,2344,30.26,10.25
NM_005027,3953,28.02,10.25
NM_014253,10805,3.73,10.25
NM_004492,736,28.05,10.25
NM_021159,2487,15.32,10.25
NM_139279,4144,20.23,10.26
NM_182975,2430,12.86,10.26
NM_005120,6985,6.9,10.26
NM_001008938,6714,33.43,10.26
NM_032273,773,16.59,10.26
NM_002514,2389,17.53,10.27
NM_031991,3321,196.58,10.27
NM_198320,6683,13.63,10.27
NM_013230,2194,14.2,10.27
NM_138394,2055,13.76,10.29
NM_001033578,4241,3.32,10.29
NM_002227,5053,18.54,10.29
NM_020170,3749,39.59,10.29
NM_004925,1835,49.54,10.29
NM_058179,2221,61.75,10.29
NM_005981,1749,7.55,10.29
NM_002917,1828,5.32,10.29
NM_003825,2307,9.91,10.3
NM_006327,1182,28.4,10.3
NM_032383,4451,2.62,10.31
NM_025217,1362,1.27,10.31
NM_005334,8436,22.1,10.31
NM_014502,2221,140.1,10.31
NM_145266,977,7.01,10.32
NM_004501,6846,71.83,10.32
NM_017739,2737,22.78,10.32
NM_152305,3538,3.24,10.32
NM_032204,2799,15.3,10.32
NM_194326,952,15.19,10.32
NM_004405,2308,1.58,10.32
NM_014648,5319,1.06,10.32
NM_139165,885,1.62,10.33
NM_017971,705,68.31,10.33
NM_134440,1438,26.37,10.33
NM_000876,9090,16.35,10.33
NM_175886,1091,1.31,10.33
NM_016423,3039,7.96,10.33
NM_001034852,3684,180.12,10.33
NM_006311,7940,14.08,10.33
NM_153705,4269,5.53,10.33
NM_003562,1561,88.35,10.34
NM_001293,1368,78.94,10.34
NM_024026,2671,6.14,10.35
NM_015971,1393,40.53,10.35
NM_018480,1166,18.04,10.35
NM_022737,2686,9.55,10.36
NM_018467,843,12.58,10.36
NM_013363,1988,25.48,10.36
NM_002540,3772,22.49,10.36
NM_007348,2488,30.95,10.38
NM_004229,7984,7.83,10.38
NM_007292,7514,5.98,10.38
NM_004515,1637,178.24,10.4
NM_016243,1675,17.62,10.4
NM_031921,2466,37.18,10.4
NM_004838,1561,9.02,10.4
NM_198841,2764,25.87,10.4
NM_001039374,1740,1.71,10.4
NM_003073,1717,58.23,10.4
NM_001431,4336,26.66,10.4
NM_198887,3862,12.54,10.4
NM_032630,996,27.41,10.4
NM_000101,743,51.56,10.4
NM_153479,885,9.7,10.4
NM_006396,661,32.7,10.4
NM_016013,1474,11.39,10.4
NM_018193,4569,16.64,10.4
NM_015884,1759,17.5,10.42
NM_016657,1705,18.22,10.42
NM_000047,1858,2.28,10.42
NM_001024226,2020,297.05,10.43
NM_005433,4685,7.51,10.43
NM_001006616,2605,24.11,10.43
NM_205847,1880,22.94,10.43
NM_178454,1761,18.3,10.43
NM_006412,1576,32.39,10.43
NM_005881,1890,18.78,10.43
NM_001110,3927,16.46,10.43
NM_138813,5104,6.57,10.44
NM_014315,1808,6.24,10.45
NM_000382,3823,14.84,10.45
NM_017515,2954,39.69,10.45
NM_007099,1549,38.32,10.46
NM_001785,985,13.8,10.46
NM_024074,1639,6.24,10.46
NM_006415,2780,31.9,10.46
NM_012383,901,15.2,10.46
NM_024681,1854,4,10.46
NM_000362,5496,5.6,10.46
NM_007214,3850,15.06,10.46
NM_201525,3919,67.52,10.46
NM_004778,2901,1.33,10.46
NM_015200,6744,24.71,10.46
NM_006601,1490,52.33,10.47
NM_001039210,2073,1.9,10.47
NM_003336,2678,21.22,10.47
NM_005499,2682,63.22,10.48
NM_002486,5381,13.66,10.48
NM_005362,1753,10.57,10.48
NM_016323,3525,8.65,10.48
NM_182746,3533,73.51,10.48
NM_005347,3925,132.05,10.48
NM_007266,1829,21.73,10.49
NM_139070,1947,30.33,10.5
NM_032101,4741,1.87,10.5
NM_000403,1647,30.81,10.5
NM_052966,6926,1.42,10.5
NM_006339,1584,82.5,10.5
NM_134446,3635,6.98,10.51
NM_014970,2997,3.7,10.51
NM_024075,1364,37.78,10.51
NM_017671,5168,16.02,10.52
NM_004539,2714,39.33,10.52
NM_004526,3453,60.59,10.52
NM_024996,3468,20.39,10.52
NM_002094,2587,117.22,10.52
NM_001042472,1983,31.63,10.53
NM_139322,8645,4.21,10.53
NM_000271,4677,18.92,10.53
NM_006407,2135,42.17,10.53
NM_172057,3900,5.26,10.53
NM_001008656,4966,58.81,10.55
NM_018972,3899,3.01,10.55
NM_001001485,4753,11.77,10.55
NM_016282,2642,11.5,10.55
NM_004960,2012,223.02,10.55
NM_024569,3898,46.6,10.56
NM_002109,1981,54.17,10.56
NM_002601,1140,9.3,10.56
NM_018388,2701,9.57,10.56
NM_004375,2717,11.68,10.56
NM_015702,1416,28.55,10.57
NM_032309,698,5.94,10.57
NM_023009,1550,40.97,10.57
NM_152437,5125,25.14,10.57
NM_199242,4372,16.4,10.57
NM_005896,2339,69.94,10.58
NM_152726,1891,4.79,10.58
NM_005671,1442,10.5,10.58
NM_012463,4681,4.55,10.58
NM_172251,615,11.28,10.59
NM_014248,521,28.71,10.59
NM_006844,2328,36.64,10.6
NM_012428,2457,36.41,10.6
NM_021980,3597,2.03,10.61
NM_030622,2657,2.75,10.61
NM_005833,1530,35.38,10.61
NM_001414,1794,29.1,10.61
NM_006024,3028,14.28,10.61
NM_003883,1955,42.11,10.62
NM_019080,2636,9.44,10.62
NM_173688,1988,3.24,10.62
NM_003490,2918,10.74,10.62
NM_003601,3866,39.17,10.62
NM_022068,2329,1.4,10.62
NM_001921,2042,30.86,10.62
NM_015999,2108,95.27,10.63
NM_020453,6550,8.32,10.63
NM_001659,3595,115.23,10.63
NM_182715,2183,27.05,10.63
NM_016395,1689,61.54,10.63
NM_004328,1603,36.72,10.67
NM_006437,5485,5.11,10.67
NM_004376,4081,11.82,10.67
NM_178579,3241,16.43,10.67
NM_018194,3598,1.42,10.67
NM_005804,1534,134.9,10.67
NM_006247,2075,87.35,10.67
NM_001194,3459,4.43,10.67
NM_024407,787,38.62,10.67
NM_001008485,2349,24.73,10.67
NM_002475,869,14.43,10.67
NM_015380,1741,54.49,10.67
NM_001008844,9730,5.76,10.67
NM_001009551,1423,51.27,10.67
NM_015994,1675,14.4,10.67
NM_014669,2674,52.77,10.67
NM_017602,2759,29.76,10.67
NM_001006936,1353,9.77,10.67
NM_031934,1740,61.85,10.67
NM_003156,4039,11.92,10.67
NM_022123,3428,1.21,10.7
NM_017975,3194,12.81,10.7
NM_005063,5473,162.61,10.7
NM_024917,3325,6.21,10.71
NM_018206,3246,36.66,10.71
NM_005363,1787,13.55,10.71
NM_004060,2484,28.79,10.71
NM_015420,2162,24.68,10.71
NM_170665,4205,117.65,10.71
NM_001033024,2153,47.47,10.71
NM_004637,2240,114.27,10.72
NM_014476,1722,12.88,10.72
NM_181527,1079,30.4,10.73
NM_005979,951,14.4,10.73
NM_002867,1565,1.16,10.73
NM_025202,1889,3.88,10.73
NM_024333,1760,7.84,10.74
NM_003753,1949,67.74,10.74
NM_006620,7163,10.06,10.74
NM_002611,2319,7.69,10.74
NM_018648,552,50.86,10.74
NM_023106,5917,8.51,10.75
NM_020191,1155,37.26,10.75
NM_012200,1456,14.64,10.75
NM_014444,3087,21.72,10.75
NM_015631,2825,8.54,10.76
NM_007126,3198,108.56,10.76
NM_021203,1745,73.78,10.76
NM_018841,4399,29.11,10.77
NM_030884,6282,57.8,10.77
NM_080667,1373,5.97,10.78
NM_016134,1928,1.85,10.78
NM_014508,1127,6.76,10.78
NM_001004307,2133,1.35,10.79
NM_001378,2602,7.49,10.8
NM_080476,1833,28.69,10.8
NM_170708,3181,84.1,10.8
NM_024029,1554,30.68,10.8
NM_020401,3158,25.24,10.8
NM_000367,3258,7.43,10.8
NM_177434,2051,38.82,10.8
NM_005817,2241,44.14,10.81
NM_001047,2285,26.22,10.82
NM_015361,4666,11.37,10.82
NM_016456,1592,74.14,10.82
NM_014251,3150,37.53,10.82
NM_032496,2937,2.26,10.83
NM_014845,3089,2.4,10.83
NM_001037171,1727,19.77,10.83
NM_004635,2500,49.34,10.84
NM_001349,2322,14,10.86
NM_031207,999,11.2,10.86
NM_004945,3633,51.64,10.86
NM_133261,1212,2.54,10.86
NM_020648,3693,8.64,10.86
NM_004370,11579,11.01,10.86
NM_002598,2066,14.94,10.86
NM_173803,2211,3,10.86
NM_006201,3172,35.26,10.86
NM_022156,1885,58.77,10.86
NM_182705,875,142.51,10.86
NM_007241,1226,27.86,10.86
NM_058216,1295,12.44,10.86
NM_001033088,1782,45.65,10.86
NM_001151,1340,32.33,10.86
NM_018375,3038,20.71,10.87
NM_024612,3656,9.68,10.88
NM_018914,4872,1.6,10.88
NM_024809,2902,2.32,10.88
NM_002803,1545,86.45,10.88
NM_014184,652,45.88,10.89
NM_033010,2623,9.38,10.89
NM_021237,832,11.47,10.89
NM_007235,3881,86.19,10.89
NM_005327,1929,22.36,10.89
NM_001025160,3247,64.11,10.9
NM_018279,4659,2.52,10.9
NM_005520,2201,204.26,10.91
NM_005805,1278,37.23,10.91
